school,school_name,postal_code,address,telephone,lat,lon
國小,舊莊國小,115,臺北市南港區舊莊里舊莊街1段100號,02-2782-1418,25.0402449,121.619539
國小,玉成國小,115,臺北市南港區西新里向陽路31號,02-2783-6049,25.0535818,121.5947692
國小,成德國小,115,臺北市南港區聯成里東新街65號,02-2785-1376,25.0468798,121.5869084
國小,胡適國小,115,臺北市南港區中研里舊莊街1段1號,02-2782-4949,25.0423894,121.6172346
國小,東新國小,115,臺北市南港區東新里興南街62號,02-2783-7577,25.0554594,121.6022189
國小,修德國小,115,臺北市南港區東新街118巷86號,02-2788-0500,25.0455318,121.5896359
國小,內湖國小,114,臺北市內湖區港富里內湖路二段41號,02-2799-8085,25.0791258,121.5802392
國小,碧湖國小,114,臺北市內湖區內湖里金龍路100號,02-2790-7161,25.0853115,121.5911103
國小,潭美國小,114,臺北市內湖區石潭里新明路22號,02-2791-7334,25.0603451,121.5905901
國小,東湖國小,114,臺北市內湖區東湖里東湖路115號,02-2633-9984,25.0691597,121.6160678
國小,西湖國小,114,臺北市內湖區西湖里環山路1段25號,02-2797-1267,25.0838299,121.5656995
國小,康寧國小,114,臺北市內湖區清白里星雲街121號,02-2790-1237,25.080037,121.5950035
國小,明湖國小,114,臺北市內湖區東湖里康寧路3段105號,02-2632-3477,25.0713228,121.610761
國小,麗山國小,114,臺北市內湖區港都里港華街100號,02-2657-4158,25.0836791,121.5724649
國小,新湖國小,114,臺北市內湖區湖興里民權東路6段138號,02-2796-3721,25.068804,121.5887456
國小,文湖國小,114,臺北市內湖區西康里文湖街15號,02-2658-3515,25.085771,121.5601224
國小,大湖國小,114,臺北市內湖區大湖里大湖山莊街170號,02-2791-5870,25.0881206,121.6004795
國小,南湖國小,114,臺北市內湖區葫洲里康寧路3段200號,02-2632-1296,25.0686959,121.6120147
國小,麗湖國小,114,臺北市內湖區金湖路363巷8號,02-2634-3888,25.072992,121.601146
國小,士林國小,111,臺北市士林區福德里大東路165號,02-2881-2231,25.0932987,121.5248831
國小,士東國小,111,臺北市士林區蘭雅里中山北路6段392號,02-2871-0064,25.1129301,121.526828
國小,福林國小,111,臺北市士林區福志里福志路75號,02-2831-6293,25.0986884,121.5295965
國小,陽明山國小,111,臺北市士林區新安里仰德大道3段61號,02-2861-6366,25.1193324,121.5528168
國小,社子國小,111,臺北市士林區永倫里延平北路六段308號,02-2812-6195,25.090006,121.502691
國小,雨聲國小,111,臺北市士林區岩山里至誠路1段62巷70號,02-2831-1004,25.1026617,121.5352647
國小,富安國小,111,臺北市士林區富洲里延平北路8段135號,02-2810-3192,25.105839,121.482582
國小,劍潭國小,111,臺北市士林區明勝里通河街16號,02-2885-5491,25.0799466,121.5229841
國小,溪山國小,111,臺北市士林區溪山里至善路3段199號,02-2841-1010,25.119658,121.5796
國小,平等國小,111,臺北市士林區平等里平菁街101號,02-2861-0503,25.129431,121.576643
國小,百齡國小,111,臺北市士林區福中里福港街205號,02-2881-7683,25.0862066,121.5178502
國小,雙溪國小,111,臺北市士林區翠山里中社路2段66號,02-2841-1038,25.106052,121.563943
國小,葫蘆國小,111,臺北市士林區環河北路3段95號,02-2812-9586,25.0837421,121.5069631
國小,雨農國小,111,臺北市士林區名山里忠義街1號,02-2832-9700,25.105282,121.52946
國小,天母國小,111,臺北市士林區天玉里天玉街12號,02-2872-3336,25.1197914,121.5275331
國小,文昌國小,111,臺北市士林區文林路615巷20號,02-2836-5411,25.099401,121.521359
國小,芝山國小,111,臺北市士林區芝山里德行東路285號,02-2831-6115,25.110293,121.536413
國小,蘭雅國小,111,臺北市士林區蘭興里磺溪街57號,02-2836-6052,25.1084096,121.5231371
國小,三玉國小,111,臺北市士林區三玉里天母東路116號,02-2875-1369,25.117932,121.53712
國小,北投國小,112,臺北市北投區長安里中央北路1段73號,02-2891-2052,25.1342551,121.5003095
國小,逸仙國小,112,臺北市北投區中心里新民路2號,02-2891-4537,25.138367,121.505155
國小,石牌國小,112,臺北市北投區吉利里致遠二路80號,02-2822-7484,25.1156878,121.5117046
國小,關渡國小,112,臺北市北投區一德里中央北路4段581號,02-2891-2847,25.126608,121.466232
國小,湖田國小,112,臺北市北投區湖田里竹子湖路17之2號,02-2861-6963,25.168503,121.538837
國小,清江國小,112,臺北市北投區奇岩里公館路220號,02-2891-2764,25.1269568,121.5076634
國小,泉源國小,112,臺北市北投區泉源里東昇路34號,02-2895-1258,25.149185,121.524203
國小,大屯國小,112,臺北市北投區大屯里復興三路312號,02-2891-4353,25.154895,121.503983
國小,湖山國小,112,臺北市北投區湖山里湖底路11號,02-2861-0148,25.150059,121.535797
國小,桃源國小,112,臺北市北投區中央北路3段40巷45號,02-2894-1208,25.139798,121.484371
國小,文林國小,112,臺北市北投區建民里文林北路155號,02-2823-4212,25.1059048,121.5147443
國小,義方國小,112,臺北市北投區珠海路155號,02-2891-7433,25.141925,121.509816
國小,立農國小,112,臺北市北投區立農里立農街1段250號,02-2821-0702,25.119488,121.505031
國小,明德國小,112,臺北市北投區榮華里明德路190號,02-2822-9651,25.1121226,121.5217881
國小,文化國小,112,臺北市北投區文化里文化三路1號,02-2893-3828,25.137188,121.496154
國小,私立復興實驗高中附小,106,臺北市大安區仁愛里敦化南路1段262號,02-2771-5859,25.0393604,121.5483831
國小,私立立人國際國民中小學,106,臺北市大安區義榮里安和路二段99號,02-2736-1388,25.029802,121.551908
國小,私立新民小學,106,臺北市大安區龍坡里辛亥路1段113號,02-2363-0450,25.022496,121.532115
國小,私立光仁小學,108,臺北市萬華區壽德里萬大路423巷15號,02-2303-2874,25.0214164,121.4995713
國小,私立靜心小學,116,臺北市文山區興福里興隆路2段46號,02-2932-3118,24.998895,121.546825
國小,私立中山小學,116,臺北市文山區木柵路1段292號,02-2936-0935,24.988306,121.556326
國小,私立再興小學,116,臺北市文山區明義里興隆路4段2號,02-2937-1118,24.990528,121.558974
國小,私立華興小學,111,臺北市士林區芝山里仰德大道1段101號,02-2831-6834,25.104979,121.538443
國小,私立薇閣小學,112,臺北市北投區長安里育仁路106號,02-2891-2668,25.136058,121.50088
國小,私立奎山中學附小,112,臺北市北投區榮華里明德路200號,02-2821-2009,25.112967,121.522222
國中,市立介壽國中,105,臺北市松山區介壽里延壽街401號,02-2767-4496,-,-
國中,市立民生國中,105,臺北市松山區新東里新東街30巷1號,02-2765-3433,-,-
國中,市立中山國中,105,臺北市松山區復興北路361巷7號,02-2712-6701,-,-
國中,市立敦化國中,105,臺北市松山區南京東路三段300號,02-8771-7890,-,-
國中,市立興雅國中,110,臺北市信義區松德路168巷15號,02-2723-2771,-,-
國中,市立永吉國中,110,臺北市信義區四育里8鄰松隆路161號,02-2764-9066,-,-
國中,市立?公國中,110,臺北市信義區福德街221巷15號,02-2726-1481,-,-
國中,市立信義國中,110,臺北市信義區松仁路158巷1號,02-2723-6771,-,-
國中,市立仁愛國中,106,臺北市大安區敦安里仁愛路4段130號,02-2325-5823,-,-
國中,市立大安國中,106,臺北市大安區大安路2段63號,02-2755-7131,-,-
國中,市立芳和國中,106,臺北市大安區芳和里臥龍街170號,02-2732-1961,-,-
國中,市立金華國中,106,臺北市大安區福住里新生南路2段32號,02-3393-1799,-,-
國中,市立懷生國中,106,臺北市大安區忠孝東路三段248巷30號,02-2721-5078,-,-
國中,市立民族國中,106,臺北市大安區羅斯福路4段113巷13號,02-2732-2935,-,-
國中,市立龍門國中,106,臺北市大安區建國南路二段269號,02-2733-0299,-,-
國中,市立長安國中,104,臺北市中山區興亞里松江路70巷11號,02-2511-2382,-,-
國中,市立北安國中,104,臺北市中山區劍潭里明水路325號,02-2533-3888,-,-
國中,市立新興國中,104,臺北市中山區聚葉里林森北路511號,02-2571-4211,-,-
國中,市立五常國中,104,臺北市中山區下埤里復興北路430巷1號,02-2501-4320,-,-
國中,市立濱江國中,104,臺北市中山區樂群二路262號,02-8502-0126,-,-
國中,市立螢橋國中,100,臺北市中正區林興里汀州街3段4號,02-2368-8667,-,-
國中,市立古亭國中,100,臺北市中正區中華路2段465號,02-2309-0986,-,-
國中,市立南門國中,100,臺北市中正區南門里廣州街6號,02-2314-2775,-,-
國中,市立弘道國中,100,臺北市中正區公園路21號,02-2371-5520,-,-
國中,市立中正國中,100,臺北市中正區新營里愛國東路158號,02-2391-6697,-,-
國中,市立建成國中,103,臺北市大同區長安西路37之1號,02-2558-7042,-,-
國中,市立忠孝國中,103,臺北市大同區玉泉里西寧北路32號,02-2552-4890,-,-
國中,市立民權國中,103,臺北市大同區重慶北路三段1號,02-2593-1951,-,-
國中,市立蘭州國中,103,臺北市大同區至聖里大龍街187巷1號,02-2591-8269,-,-
國中,市立重慶國中,103,臺北市大同區重慶里敦煌路19號,02-2594-8631,-,-
國中,市立萬華國中,108,臺北市萬華區日善里西藏路201號,02-2339-4567,-,-
國中,市立雙園國中,108,臺北市萬華區和德里興義街2號,02-2303-0827,-,-
國中,市立龍山國中,108,臺北市萬華區富裕里南寧路46號,02-2336-2789,-,-
國中,市立木柵國中,116,臺北市文山區木柵路3段102巷12號,02-2939-3031,-,-
國中,市立實踐國中,116,臺北市文山區樟林里辛亥路七段67號,02-2236-2852,-,-
國中,市立北政國中,116,臺北市文山區指南里指南路3段2巷14號,02-2939-3651,-,-
國中,市立景美國中,116,臺北市文山區景華里景中街27號,02-9353-130,-,-
國中,市立興福國中,116,臺北市文山區興旺里福興路80號,02-2932-2024,-,-
國中,市立景興國中,116,臺北市文山區景華里景興路46巷2號,02-2932-3794,-,-
國中,市立誠正國中,115,臺北市南港區新富里富康街1巷24號,02-2782-8094,-,-
國中,市立成德國中,115,臺北市南港區成福里東新街108巷23號,02-2651-5635,-,-
國中,市立內湖國中,114,臺北市內湖區紫陽里陽光街1號,02-2790-0843,-,-
國中,市立麗山國中,114,臺北市內湖區內湖路1段629巷42號,02-2799-1867,-,-
國中,市立三民國中,114,臺北市內湖區湖興里民權東路6段45號,02-2792-4772,-,-
國中,市立西湖國中,114,臺北市內湖區西湖里環山路1段27號,02-2799-1817,-,-
國中,市立東湖國中,114,臺北市內湖區樂康里康樂街131號,02-2633-0373,-,-
國中,市立明湖國中,114,臺北市內湖區葫洲里康寧路3段60號,02-2632-0616,-,-
國中,市立士林國中,111,臺北市士林區福德里中正路345號,02-8861-3411,-,-
國中,市立蘭雅國中,111,臺北市士林區三玉里忠誠路2段51號,02-2832-9377,-,-
國中,市立至善國中,111,臺北市士林區臨溪里至善路2段360號,02-2841-1350,-,-
國中,市立格致國中,111,臺北市士林區陽明里仰德大道四段75號,02-2861-0079,-,-
國中,市立福安國中,111,臺北市士林區福安里延平北路7段250號,02-2810-8766,-,-
國中,市立天母國中,111,臺北市士林區天和里天母東路120號,02-2875-4864,-,-
國中,市立北投國中,112,臺北市北投區溫泉里溫泉路62號,02-2891-2091,-,-
國中,市立新民國中,112,臺北市北投區林泉里新民路10號,02-2897-9001,-,-
國中,市立明德國中,112,臺北市北投區建民里明德路50號,02-2823-2539,-,-
國中,市立桃源國中,112,臺北市北投區一德里中央北路4段48號,02-2892-9633,-,-
國中,市立石牌國中,112,臺北市北投區吉利里石牌路1段139號,02-2822-4682,-,-
國中,市立關渡國中,112,臺北市北投區關渡里知行路212號,02-2858-1770,-,-
國中,私立立人國際國民中小學,106,臺北市大安區義榮里安和路二段99號,02-2738-1188,-,-
國中,私立靜心中學,116,臺北市文山區興福里興隆路2段46號,02-2932-3118,-,-
國中,私立奎山中學,112,臺北市北投區榮華里明德路200號,02-2821-2009,-,-
高中,國立師大附中,106,臺北市大安區和安里信義路3段143號,02-2707-5215,-,-
高中,國立政大附中,116,臺北市文山區政大一街353號,02-8237-7500,-,-
高中,市立西松高中,105,臺北市松山區鵬程里健康路325巷7號,02-2528-6618,-,-
高中,市立中崙高中,105,臺北市八德路四段101號,02-2753-5316,-,-
高中,市立松山高中,110,臺北市信義區基隆路一段156號,02-2753-5968,-,-
高中,市立永春高中,110,臺北市信義區松隆里松山路654號,02-2727-2983,-,-
高中,市立和平高中,106,臺北市大安區芳和里臥龍街100號,02-2732-4300,-,-
高中,市立中山女中,104,臺北市中山區力行里長安東路2段141號,02-2507-3148,-,-
高中,市立大同高中,104,臺北市中山區中央里長春路167號,02-2505-4269,-,-
高中,市立大直高中,104,臺北市中山區劍潭里北安路420號,02-2533-4017,-,-
高中,市立建國中學,100,臺北市中正區龍光里南海路56號,02-2303-4381,-,-
高中,市立成功中學,100,臺北市中正區幸福里濟南路1段71號,02-2321-6256,-,-
高中,市立北一女中,100,臺北市中正區黎明里重慶南路1段165號,02-2382-0484,-,-
高中,市立明倫高中,103,臺北市大同區保安里承德路3段336號,02-2596-1567,-,-
高中,市立成淵高中,103,臺北市大同區承德路二段235號,02-2553-1969,-,-
高中,市立華江高中,108,臺北市萬華區日善里西藏路213號,02-2301-9946,-,-
高中,市立大理高中,108,臺北市萬華區綠堤里長順街2號,02-2302-6959,-,-
高中,市立景美女中,116,臺北市文山區樟新里木新路3段312號,02-2936-8847,-,-
高中,市立萬芳高中,116,臺北市文山區興隆路3段115巷1號,02-2230-9585,-,-
高中,市立南港高中,115,臺北市南港區西新里向陽路21號,02-2783-7863,-,-
高中,市立育成高中,115,臺北市南港區重陽路366號,02-2653-0475,-,-
高中,市立內湖高中,114,臺北市內湖區紫陽里文德路218號,02-2797-7035,-,-
高中,市立麗山高中,114,臺北市內湖區環山路二段100號,02-2657-0435,-,-
高中,市立南湖高中,114,臺北市內湖區康寧路三段220號,02-2630-8889,-,-
高中,市立陽明高中,111,臺北市士林區後港里中正路510號,02-2831-6675,-,-
高中,市立百齡高中,111,臺北市士林區義信里承德路4段177號,02-2883-1568,-,-
高中,市立復興高中,112,臺北市北投區復興四路70號,02-2891-4131,-,-
高中,市立中正高中,112,臺北市北投區文林北路77號,02-2823-4811,-,-
高中,私立祐德中學,110,臺北市信義區忠孝東路5段790巷27號,02-2727-8280,-,-
高中,私立延平中學,106,臺北市大安區和安里建國南路1段275號,02-2707-1478,-,-
高中,私立金甌女中,106,臺北市大安區光明里杭州南路2段1號,02-2321-4765,-,-
高中,私立復興實驗高中,106,臺北市大安區敦化南路1段262 號,02-2771-5859,-,-
高中,私立中興中學,104,臺北市中山區力行里朱崙街42號,02-2741-2542,-,-
高中,私立大同高中,104,臺北市中山區聚英里中山北路3段40號,02-2592-5252,-,-
高中,私立強恕中學,100,臺北市中正區板溪里汀州路二段143號,02-2365-6574,-,-
高中,私立靜修女中,103,臺北市大同區雙連里寧夏路59號,02-2557-4345,-,-
高中,私立立人高中,108,臺北市萬華區桂林路171號,02-2311-3423,-,-
高中,私立東山高中,116,臺北市文山區老泉里老泉街26巷3號,02-2939-5826,-,-
高中,私立滬江高中,116,臺北市文山區景美里羅斯福路6段336號,02-8663-1122,-,-
高中,私立大誠高中,116,臺北市文山區萬興里秀明路2段175號,02-2234-8989 ,-,-
高中,私立再興中學,116,臺北市文山區明義里興隆路4段2號,02-2936-6803,-,-
高中,私立景文高中,116,臺北市文山區木新里保儀路127號,02-2939-0310,-,-
高中,私立文德女中,114,臺北市內湖區紫陽里成功路3段70號,02-2790-4570,-,-
高中,私立方濟中學,114,臺北市內湖區紫星里成功路三段61號,02-2791-0278,-,-
高中,私立達人女中,114,臺北市內湖區湖濱里內湖路2段314號,02-2795-6899,-,-
高中,私立泰北高中,111,臺北市士林區福林里福林路240號,02-2882-5560,-,-
高中,私立衛理女中,111,臺北市士林區翠山里至善路2段321號,02-2841-1487,-,-
高中,私立華興中學,111,臺北市士林區芝山里仰德大道1段101號,02-2831-6834,-,-
高中,私立薇閣高中,112,臺北市北投區中心里珠海路50號,02-2892-5332,-,-
高中,私立十信高中,112,臺北市北投區北投路二段55號,02-2892-1166,-,-
高職,市立松山家商,110,臺北市信義區松山路655號,02-2726-1118,-,-
高職,市立松山工農,110,臺北市信義區忠孝東路5段236巷15號,02-2722-6616,-,-
高職,市立大安高工,106,臺北市大安區龍圖里復興南路2段52號,02-2709-1630,-,-
高職,市立木柵高工,116,臺北市文山區萬芳里木柵路4段77號,02-2230-0506,-,-
高職,市立南港高工,115,臺北市南港區南港里興中路29號,02-2782-5432,-,-
高職,市立內湖高工,114,臺北市內湖區港墘里內湖路1段520號,02-2657-4874,-,-
高職,市立士林高商,111,臺北市士林區後港里士商路150號,02-2831-3114,-,-
高職,私立育達家商,105,臺北市松山區美仁里寧安街12號,02-2570-6767,-,-
高職,私立協和工商,110,臺北市信義區忠孝東路5段790巷27號,02-2726-5775,-,-
高職,私立東方工商,106,臺北市大安區信義路四段186巷8號,02-2755-4616,-,-
高職,私立喬治工商,106,臺北市大安區基隆路2段172號,02-2738-6515,-,-
高職,私立開平餐飲,106,臺北市大安區復興南路2段148巷24號,02-2755-6939,-,-
高職,私立稻江護家,104,臺北市中山區新生北路三段55號,02-2595-5161,-,-
高職,私立開南商工,100,臺北市中正區東門里濟南路1段6號,02-2321-2666,-,-
高職,私立稻江高商,103,臺北市大同區國昌里民權西路225巷24號,02-2591-2001,-,-
高職,私立華岡藝校,111,臺北市士林區建業路73巷8號,02-2861-2354,-,-
高職,私立惇敘工商,112,臺北市北投區泉源路221號,02-2891-2630,-,-
特教學校,臺北市 市立啟聰學校,103,臺北市大同區重慶北路三段320號,02-2592-4446,-,-
特教學校,臺北市 市立啟智學校,111,臺北市士林區忠誠路二段207巷3號,02-2874-9117,-,-
特教學校,臺北市 市立啟明學校,111,臺北市士林區忠誠路二段207巷1號,02-2874-0670,-,-
特教學校,臺北市 市立文山特殊教育學校,116,臺北市文山區秀明路一段169號,02-8661-5183,-,-
市立大專校院,臺北市立大學（博愛校區）,100,臺北市中正區愛國西路1號,02-2311-3040,-,-
市立大專校院,臺北市立大學（天母校區）,111,臺北市士林區忠誠路二段101號,02-2871-8288,-,-
